Année,nom des bénéficiaires,Montant du fonds de concours ou de la subvention (numéraire),Prestations en nature
2017,ASSOCIATION REGIONALE D'AQUITAINE DES COMBATTANTS VOLONTAIRES DE LA RESISTANCE,250,
2017,ASSOCIATION REGIONALE DE PSYCHOLOGIE DU TRAVAIL AQUITAINE - AREPT,0,Locaux
2017,ASSOCIATION REGIONALE DES DIPLOMES D'UNIVERSITE D'AQUITAINE - ARDUA,500,Locaux
2017,ASSOCIATION REGIONALE DES OEUVRES EDUCATIVES ET DE VACANCES DE L'EDUCATION NATIONALE - AROEVEN,0,Locaux
2017,ASSOCIATION RENAISSANCE DES CITES D'EUROPE,7000,Locaux
2017,ASSOCIATION RENOVATION,0,"Equipements sportifs, locaux"
2017,ASSOCIATION REPUBLICAINE DES ANCIENS COMBATTANTS ET VICTIMES DE LA GUERRE - ARAC,0,Locaux
2017,ASSOCIATION REVES - DELEGATION DEPARTEMENTALE DE LA GIRONDE,0,Matériel pour manifestations
2017,ASSOCIATION RHIN ET DANUBE ANCIENS DE LA PREMIERE ARMEE FRANCAISE DU DEPARTEMENT DE LA GIRONDE,750,
2017,ASSOCIATION RUN FEMINA TOUR,0,Matériel pour manifestations
2017,ASSOCIATION SOCIALE POUR L'EMPLOI - ASPE,0,Locaux
2017,ASSOCIATION SOLIDARTE EMPLOI (ASE) - ADELPHE,0,Locaux
2017,ASSOCIATION SPORT EMPLOI,4000,
2017,ASSOCIATION SPORTIVE AUTOMOBILE CLUB DU SUD-OUEST,0,Matériel pour manifestations
2017,ASSOCIATION SPORTIVE CE BP ACA,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE CHARLES MARTIN,31796,Equipements sportifs
2017,ASSOCIATION SPORTIVE DE LA CAISSE D'EPARGNE AQUITAINE POITOU CHARENTES (APC SPORTS),0,Matériel pour manifestations
2017,ASSOCIATION SPORTIVE DE LA POLICE JUDICIAIRE DE BORDEAUX,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE DE PREPARATION OLYMPIQUE DU MIDI - SECTION ARTS MARTIAUX (ASPOM JUDO BORDEAUX),0,Matériel pour manifestations
2017,ASSOCIATION SPORTIVE DES LUSITANOS DE CENON,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE DES SOURDS DE BORDEAUX - ASSB 33,1500,Equipements sportifs
2017,ASSOCIATION SPORTIVE DU BARREAU DE BORDEAUX,1000,"Matériel pour manifestations, équipements sportifs"
2017,ASSOCIATION SPORTIVE DU GOLF DE BORDEAUX LAC,5600,
2017,ASSOCIATION SPORTIVE ET CULTURELLE DE MAYOTTE,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE ET CULTURELLE DU GROUPE DES ASSURANCES NATIONALES (ASC GAN),0,Equipements sportifs
2017,ASSOCIATION SPORTIVE FC PORTO DE BORDEAUX,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE KASHIRA AIKIDO,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE KUNG-FU WUSHU DE BACALAN,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE LOVENTA AUTOMATIQUE,0,Equipements sportifs
2017,ASSOCIATION SPORTIVE LYCEE CONDORCET,1180,
2017,ASSOCIATION TCHADIENNE DE LA NOUVELLE-AQUITAINE - ATNA,0,"Matériel pour manifestations, locaux"
2017,ASSOCIATION TEMPS DE PAROLE,0,Locaux
2017,ASSOCIATION TERRITOIRES ET INNOVATION SOCIALE (ATIS),5000,Locaux
2017,ASSOCIATION THEATR'ACTIF,0,Locaux
2017,ASSOCIATION THEATRE OMBRE ET LUMIERE,0,Locaux
2017,ASSOCIATION UFORCA-BORDEAUX POUR LA FORMATION PERMANENTE,0,Locaux
2017,ASSOCIATION UNION BORDEAUX BEGLES,45000,
2017,ASSOCIATION UNION NATIONALE DES COMBATTANTS DE BORDEAUX-CENTRE,500,
2017,ASSOCIATION UNTENDANSES,0,Locaux
2017,ASSOCIATION VENEZUELA A BORDEAUX,0,Locaux
2017,ASSOCIATION XIKOMBA,0,Locaux
2017,ASSOCIATIONS : NOS REVES PRODUCTIONS - NR-PROD,8000,Locaux
2017,ASSOENCORE,0,"Matériel pour manifestations, locaux"
2017,ASSOPOURQUOIPAS33,1000,Locaux
2017,ASTROLABE,152533,"Matériel pour manifestations, équipements sportifs,"
2017,ATELIER 14 CIE ISABELLE CHEVEAU/VINCENT HARISDO - CENTRE PRATIQUES ARTIST. ET RECH. CHOREGRAPHIQUES,800,"Matériel pour manifestations, locaux"
2017,ATELIER AQUITAINE,0,Locaux
2017,ATELIER D'ECO SOLIDAIRE,4000,Matériel pour manifestations
2017,ATELIER D’ASTROLOGIE D’AQUITAINE,0,Locaux
2017,ATELIER GRAPHITE,42900,
2017,ATELIER VOCAL D'AQUITAINE,0,Locaux
2017,ATELIERS LIBRES D'AQUITAINE,0,Locaux
2017,ATLANTIC OLDTIMER.COM,0,Matériel pour manifestations
2017,AU CLAIR DE LA LUNE,3000,
2017,AUDITION ET ECOUTE 33 - ASSOCIATION DES PERSONNES ATTEINTES DE PATHOLOGIE AUDITIVE DE LA GIRONDE,0,Locaux
2017,AUTEUIL PETITE ENFANCE,347000,
2017,AUTO DEFENSE ET ARTS MARTIAUX (ADAM),0,Equipements sportifs
2017,AVANT GARDE ET JEANNE D'ARC DE BORDEAUX CAUDERAN - AGJA BORDEAUX CAUDERAN,1074006,"Matériel pour manifestations, équipements sportifs,"
2017,AVISCENE,3000,
2017,BACALAN TENNIS CLUB - BTC,5000,Equipements sportifs
2017,BADMINTON CLUB BARBEY,3000,"Matériel pour manifestations, équipements sportifs"
2017,BANQUE ALIMENTAIRE DE BORDEAUX ET DE LA GIRONDE,49012.08,"Matériel pour manifestations, locaux"
2017,BASTIDE BENAUGE FUTSAL,750,Equipements sportifs
2017,BATESTA,0,Locaux
2017,BE WELL,2500,Locaux
2017,BELEZA,0,Locaux
2017,BENEVOLES EN ACTION,7500,Locaux
2017,BEROCCA PRODUCTIONS,0,Matériel pour manifestations
2017,BETTER PLAY BASKETBALL (BPB),0,Equipements sportifs
2017,BIBLIOTHECA,0,Locaux
2017,BIBLIOTHEQUES SANS FRONTIERES (LIBRARIES WITHOUT BORDERS),0,Locaux
2017,BIEN-ETRE & BONHEUR DE VIVRE - BBV,0,Locaux
2017,BIO'GUSTIN,0,Locaux
2017,BORD'EAUX LOISIR PECHE,0,Matériel pour manifestations
2017,BORDEAUX 5 DE COEUR,2071.77,"Matériel pour manifestations, locaux"
2017,BORDEAUX ALIENOR D'AQUITAINE,0,"Matériel pour manifestations, locaux"
2017,BORDEAUX ART CONTEMPORAIN (BAC),0,Matériel pour manifestations
2017,BORDEAUX ASPOM ECHECS,500,
2017,BORDEAUX ATHLETIC CLUB ,13000,"Matériel pour manifestations, équipements sportifs,"
2017,BORDEAUX BACKGAMMON CLUB,0,Matériel pour manifestations
2017,BORDEAUX BASTIDE BASKET,38117,Equipements sportifs
2017,BORDEAUX BEACH CHILLERS,0,Matériel pour manifestations
2017,BORDEAUX BRIDGE CLUB ESPRIT DES LOIS,1000,
2017,BORDEAUX BRITISH COMMUNITY - BBC,0,Locaux
2017,BORDEAUX CHANSON,2000,Locaux
2017,BORDEAUX CITE TANGO BCT,0,"Matériel pour manifestations, locaux"
2017,BORDEAUX DANCE'IN CLUB,500,"Equipements sportifs, locaux"
2017,BORDEAUX DANCESPORT GALAXY (BDSG),0,Locaux
2017,BORDEAUX ECOLE INTERNATIONALE DE LOUANGE (BEIL),0,Locaux
2017,BORDEAUX ENTREPRENEURS,21600,Locaux
2017,BORDEAUX ETUDIANTS CLUB - BEC ,209595,"Matériel pour manifestations, équipements sportifs,"
2017,BORDEAUX FOOD CLUB,0,Matériel pour manifestations
2017,BORDEAUX FOOTBALL AMERICAIN - LES LIONS DE BORDEAUX,4300,Equipements sportifs
2017,BORDEAUX GIRONDE HOCKEY SUR GLACE (BGHG),32000,Locaux
2017,BORDEAUX GIRONDE INVESTISSEMENT,68775,
2017,BORDEAUX GIRONDE QUEBEC,2500,Locaux
2017,BORDEAUX GRANDS EVENEMENTS (BGE),300000,"Communication, locaux"
2017,BORDEAUX CRITERIUM CYCLISTE INTERNATIONAL - BCCI,0,Locaux
2017,BORDEAUX HANDISPORT TENNIS,1000,
2017,BORDEAUX INTER CHALLENGE - BIC,0,Locaux
2017,BORDEAUX MARITIME SAUVETAGE & SECOURISME - BM2S,2700,Equipements sportifs
2017,BORDEAUX MAYOTTE 101,0,Equipements sportifs
2017,BORDEAUX MERIGNAC VOLLEY,84000,"Matériel pour manifestations, équipements sportifs"
2017,BORDEAUX NIHONGO HOSHU JUGYOKO (ECOLE COMPLEMENTAIRE JAPONAISE DE BORDEAUX),0,Matériel pour manifestations
2017,BORDEAUX OPEN AIR,15000,"Communication, matériel pour manifestations"
2017,BORDEAUX PALMES AVENTURE,0,Equipements sportifs
2017,BORDEAUX POUR TOUS,0,Locaux
2017,BORDEAUX ROCK,15000,"Communication, matériel pour manifestations,"
2017,BORDEAUX SERVICE SOLIDARITE,18000,
2017,BORDEAUX SPORTS,2000,
2017,BORDEAUX SPORTS DE GLACE,25000,Locaux
2017,BORDEAUX TEATRO ITALIANO (BTI),0,Locaux
2017,BORDEAUX WOMEN'S CLUB,0,"Matériel pour manifestations, locaux"
2017,BORDEAUX-ACCUEILLE METROPOLE,8300,"Matériel pour manifestations, locaux"
2017,BORDEAUX-BASTIDE-ESCRIME,2000,"Matériel pour manifestations, équipements sportifs"
2017,"BORDEAUX-LIMA, LA MAISON DU PEROU",0,Matériel pour manifestations
2017,BORDELAIS ASSOCIATIFS FALUCHARDS,0,Locaux
2017,BOULEVARD DES POTES,0,"Matériel pour manifestations, locaux"
2017,BOXERS DE BORDEAUX,280000,
2017,BOXING CLUB ALAMELE,8000,Equipements sportifs
2017,BOXING CLUB BACALANAIS,1200,
2017,BOXING CLUB BORDELAIS,4000,"Matériel pour manifestations, équipements sportifs"
2017,BRIDGE CLUB BORDEAUX SAINT AUGUSTIN,0,Locaux
2017,BRUIT DU FRIGO,16250,Matériel pour manifestations
2017,BULL BORDEAUX FOOTBALL,0,Equipements sportifs
2017,BURDIGALA CORPORATION,0,Matériel pour manifestations
2017,BURDIGALA PHOTOS CLUB,1000,"Matériel pour manifestations, locaux"
2017,BURDIGALA SAVATE-CLUB,0,Equipements sportifs
2017,BURKIN@PAMA.FR,0,Locaux
2017,BXA - ESPRIT VOILE,0,Matériel pour manifestations
2017,BÔYE-PÂH,0,Locaux
2017,CAC33,0,Locaux
2017,CAHIERS D'ARCHIVES,0,Locaux
2017,CAISSE SOCIALE DE DEVELOPPEMENT LOCAL,115000,Matériel pour manifestations
2017,CALICONTE,0,Locaux
2017,CALIXTE COEUR DE BASTIDE,2415,Matériel pour manifestations
2017,CAMERATA OCEANA,0,Locaux
2017,CAMPUS CHARTRONS,1104.1,Matériel pour manifestations
2017,CANINE TERRITORIALE DE LA GIRONDE,0,Matériel pour manifestations
2017,CAP AND CO,0,Equipements sportifs
2017,CAP SCIENCES - CENTRE DE CULTURE SCIENTIFIQUE TECHNIQUE ET INDUSTRIELLE BORDEAUX AQUITAINE,56264,"Communication, matériel pour manifestations"
2017,CARABINS DE BORDEAUX,0,Matériel pour manifestations
2017,CASTILLON 1453 - UN TERRITOIRE AU COEUR DE L'HISTOIRE,0,Matériel pour manifestations
2017,CATHEDRA,7000,"Matériel pour manifestations, locaux"
2017,CAURI,0,Locaux
2017,CDANSLABOITE,4000,Locaux
2017,CDISCOUNT@SPORT,0,Equipements sportifs
2017,CENTRE ACCUEIL CONSULTATION INFORMATION SEXUALITE,5400,
2017,CENTRE CULTUREL ET D'ANIMATION DES JEUNES - YAVNE,9000,
2017,CENTRE D'ACCUEIL D'INFORMATION ET D'ORIENTATION - CAIO,30000,Matériel pour manifestations
2017,CENTRE D'ACTION ET DE PREVENTION CONTRE LA RADICALISATION LIEE A L'ISLAMISME (CAPRI),19000,Locaux
2017,CENTRE D'ETUDES DE L'AUTO CONNAISSANCE,0,Locaux
2017,CENTRE D'INFORMATION JEUNESSE AQUITAINE - CIJA,40000,"Matériel pour manifestations, locaux"
2017,CENTRE D'INFORMATION METAPSYCHIQUE - CDIM,0,Locaux
2017,CENTRE D'INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES DE LA GIRONDE - CIDFF,7000,Matériel pour manifestations
2017,CENTRE DE LIAISON DES EQUIPES DE RECHERCHE (CLER AMOUR ET FAMILLES),0,Locaux
2017,CENTRE DE PREVENTION ET DE LOISIRS DES JEUNES DE BORDEAUX - CPLJ BORDEAUX,10000,Locaux
2017,CENTRE DE RESSOURCES D'ECOLOGIE PEDAGOGIQUE D'AQUITAINE - CREPAQ,0,Locaux
2017,CENTRE DE VOILE DE BORDEAUX LAC,9000,Locaux
2017,CENTRE DES ETUDES DE LA REPUBLIQUE DEMOCRATIQUE,0,Locaux
2017,CENTRE DES FESTIVALS FRANCE-RUSSIE,1000,Locaux
2017,CENTRE ENTREPRISE COMMUNICATION AVANCEE - CECA,0,Matériel pour manifestations
2017,CENTRE HA 32,800,
2017,CENTRE JEAN VIGO EVENEMENTS,0,Locaux
2017,CENTRE REGIONAL D'AQUITAINE D'ETUDES ET D'ACTIONS SUR LES HANDICAPS ET LES INADAPTATIONS - CREAHI,0,Locaux
2017,CENTRE REGIONAL D'ECO-ENERGETIQUE D'AQUITAINE - CREAQ,8000,Matériel pour manifestations
2017,CENTRE RENCONTRES ACTION CULTURELLE BEGLES-CREAC,20000,
2017,CENTRE SOCIAL BAGATELLE DISPENSAIRE DE BAGATELLE,11358,
2017,CENTRE SOCIAL ET FAMILIAL BORDEAUX NORD ,460887,"Matériel pour manifestations, équipements sportifs,"
2017,CERCLE ARTISTIQUE SAINT AUGUSTIN (CASA),2500,
2017,CERCLE BORDELAIS DE SANTE (C.B.S.),0,Locaux
2017,CERCLE D'ART BORDELAIS - CAB,0,Locaux
2017,CERCLE D'ETUDES ET DE CULTURE FRANÇAISES (CECF),150,Locaux
2017,CERCLE D'ETUDES RUSSES,0,Locaux
2017,CERCLE ENTREPRISES DU SUD-OUEST (CESO),0,Locaux
2017,CERCLE JEAN BAPTISTE LYNCH,0,Locaux
2017,CERCLE OENOPHILE AQUITAIN,0,Locaux
2017,CERCLE PHILATELIQUE BORDEAUX AQUITAINE,0,Locaux
2017,CERCLE POLITEIA,0,Locaux
2017,CHAHUTS,57000,"Communication, matériel pour manifestations, locaux"
2017,CHAMBRE DES METIERS DE LA GIRONDE,11033.13,
2017,CHAMBRE NATIONALE DES PROPRIETAIRES,0,Locaux
2017,CHANT LIBRE,1000,Locaux
2017,CHANTE ECOLE,800,
2017,CHEMINS DE TERRE,0,Locaux
2017,CHEMINS DE VIES,0,Locaux
2017,CHEVRE FOOTBALL CLUB - CFC,0,Equipements sportifs
2017,CHOEUR DE FRANCE ATLANTIQUE - CDFA,0,Matériel pour manifestations
2017,CIE LE SOLEIL BLEU,25000,
2017,CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE,2000,"Matériel pour manifestations, locaux"
2017,CINE MARGES,2000,
2017,CINEMA AFRICAIN PROMOTION,0,Locaux
2017,CINEPHILES DE NOTRE TEMPS,0,Locaux
2017,CIRQUE ECLAIR ECOLE CIRQUE D'AQUITAINE,14000,
2017,CITADEL,4000,
2017,CLAIR-OBSCUR,0,Locaux
2017,CLAP SUD OUEST,6000,
2017,CLUB 89,0,Locaux
2017,CLUB AGORA BORDEAUX 1 « 20 »,0,Locaux
2017,CLUB ALPIN FRANCAIS DE BORDEAUX,2000,Locaux
2017,CLUB AMICAL CHAUFFOUR,0,Equipements sportifs
2017,CLUB ATHLETIQUE DU PORT AUTONOME DE BORDEAUX,0,Equipements sportifs
2017,CLUB ATHLETIQUE MUNICIPAL DE BORDEAUX - CAM ,229827,"Matériel pour manifestations, équipements sportifs,"
2017,CLUB BORDEAUX-CAMEROUN-FRANCE,0,Locaux
2017,"CLUB BORDELAIS DU CHOCOLAT ""CHOCO PASSION""",1000,"Matériel pour manifestations, locaux"
2017,CLUB BOULISTE ALBERT 1ER,0,Locaux
2017,CLUB D'ENTREPRISES MERIADECK,1000,Matériel pour manifestations
2017,CLUB D'EXPLORATION SOUS MARINE D'AQUITAINE - CESMA,0,Equipements sportifs
2017,CLUB DE CANNE ET BATON D'AQUITAINE,0,Equipements sportifs
2017,CLUB DE LA PRESSE DE BORDEAUX,0,Locaux
2017,CLUB DES ENTREPRISES DE BORDEAUX,15800,
2017,"CLUB HISTOIRE ET PATRIMOINE, ARTS ET TECHNIQUES - ""CLUB HEPAT""",0,Locaux
2017,CLUB INDEPENDANT BORDELAIS,0,Locaux
2017,CLUB LOISIRS AQUITAINE CULTURE (CLAC),0,Locaux
2017,CLUB MAQUETTES BORDEAUX METROPOLE,0,Matériel pour manifestations
2017,CLUB PETANQUE GRAND PARC,1000,Locaux
2017,"CLUB PYRENEES AQUITAINE, ASSOCIATION SPORTIVE, EDUCATIVE ET CULTURELLE",627135,"Matériel pour manifestations, équipements sportifs,"
2017,CLUB SERVICES 33,5000,
2017,COLIBRIS,0,Locaux
2017,COLLECTIF 33 : LA SANTE UN DROIT POUR TOUS,0,Locaux
2017,COLLECTIF BORDEAUX-MARINOPOLE,0,Locaux
2017,COLLECTIF BTP,0,Locaux
2017,COLLECTIF CLIFFHANGER,0,Locaux
2017,COLLECTIF COMMENT C'EST MAINTENANT?,0,Locaux
2017,COLLECTIF DE RESSOURCES BORDEAUX-NORD,28000,
2017,COLLECTIF DES ASSOCIATIONS D'OUTRE-MER EN AQUITAINE DIT C.A.O.M.A.,0,Locaux
2017,COLLECTIF FETE DU JEU DE BORDEAUX,0,Matériel pour manifestations
2017,COLLECTIF GIRONDIN DES ASSOCIATIONS AUTOUR DE L'AUTISME (CG3A),0,Locaux
2017,COLLECTIF INTERASSOCIATIF SANTE AQUITAINE (CISSA),2000,Locaux
2017,COLLECTIF KLOUDBOX LABORATOIRE DE CREATIONS AUDIOVISUELLES ET GRAPHIQUES,0,"Matériel pour manifestations, locaux"
2017,COLLECTIF LESCURE,2000,
2017,COLLECTIF LIBRE ET INDEPENDANT DE LA POLICE DE GIRONDE (CLIP 33),0,Locaux
2017,COLLECTIF MIXERATUM ERGO SUM,3100,"Matériel pour manifestations, locaux"
2017,COLLECTIF ORGANISATIONS SOLIDARITE INTERNATIONALE ISSUES MIGRATIONS EN AQUITAINE (COSIM AQUITAINE),0,Locaux
2017,COLLECTIF OS'O,8000,Locaux
2017,COLLECTIF T CAP,2500,
2017,COLLEGE JACQUES ELLUL,1500,
2017,COMENFRANCE,0,Locaux
2017,"COMITE ACCOMPAGNEMENT URBANISME, DEFENSE DE L'ENVIRONNEMENT ET RESPECT DE LA SECURITE - CAUDERES",800,Matériel pour manifestations
2017,COMITE ACTION PALESTINE,0,Locaux
2017,COMITE ANIMATION DU QUARTIER TONDU-CARREIRE,1000,
2017,COMITE AQUITAIN DE L'ASSOCIATION FRANÇAISE DES HEMOPHILES (CAAFH),0,Locaux
2017,COMITE AQUITAIN DE LA PLANETE TERRE (CAP TERRE),0,Matériel pour manifestations
2017,COMITE BORDEAUX SUD,0,Locaux
2017,"COMITE D'ANIMATION, DE BIENFAISANCE ET DE DEFENSE DES INTERETS DU QUARTIER NANSOUTY",3700,"Matériel pour manifestations, équipements sportifs,"
2017,COMITE DE BIENFAISANCE ET DE DEFENSE DES INTERETS DU QUARTIER CAUDERAN-SUD,1000,
2017,COMITE DE CURVY AQUITAINE,0,Locaux
2017,COMITE DE GIRONDE D'ATHLETISME,0,Matériel pour manifestations
2017,COMITE DE GIRONDE DE BADMINTON (CO.GI.BAD),0,Equipements sportifs
2017,COMITE DE QUARTIER BRACH VINCENNES,1600,
2017,COMITE DE QUARTIER DANGUILHEM-EMILE ZOLA-BARRIERE DE PESSAC,500,
2017,COMITE DE QUARTIER DE CAUDERAN - CQC,0,"Equipements sportifs, locaux"
2017,COMITE DE QUARTIER MARECHAUX/POINCARE,0,Locaux
2017,COMITE DE SOUTIEN POUR JOHAN GIRAUD-GIRARD,0,"Matériel pour manifestations, locaux"
2017,COMITE DEPARTEMENTAL DE L'ASSOCIATION DE DEFENSE DES MALADES INVALIDES ET HANDICAPES - AMI 33,500,Locaux
2017,COMITE DEPARTEMENTAL DE L'UNION FRANÇAISE DES OEUVRES LAIQUES D'EDUCATION PHYSIQUE - UFOLEP,0,Equipements sportifs
2017,COMITE DEPARTEMENTAL DE LA GIRONDE CONTRE LE CANCER (CODECOC 33),0,"Matériel pour manifestations, locaux"
2017,COMITE DEPARTEMENTAL DE LA RANDONNEE PEDESTRE DE GIRONDE,0,Locaux
2017,COMITE DEPARTEMENTAL DE NATATION DE LA GIRONDE,0,Matériel pour manifestations
2017,"COMITE DEPARTEMENTAL DES MEDAILLES DE LA JEUNESSE, DES SPORTS ET DE L'ENGAGEMENT ASSOCIATIF GIRONDE",0,Locaux
2017,COMITE DEPARTEMENTAL DU SPORT ADAPTE DE LA GIRONDE (CDSA 33),0,Equipements sportifs
2017,COMITE DEPARTEMENTAL HANDISPORT DE LA GIRONDE,750,
2017,COMITE DEPARTEMENTAL OLYMPIQUE ET SPORTIF DE LA GIRONDE,0,Locaux
2017,COMITE DES COMMERCANTS DE LA RUE DE GRASSI,1650,
2017,"COMITE DES FETES DE BACALAN, BLANQUI ET CLAVEAU",0,"Matériel pour manifestations, locaux"
2017,COMITE DES FETES DE BIENFAISANCE ET DES INTERETS DE ST-GENES TALENCE BORDEAUX,500,
2017,COMITE D’ANIMATION LAFONTAINE-KLEBER (CALK),9200,"Matériel pour manifestations, locaux"
2017,"COMITE ETUDE ET INFORM. DROGUE (PREV. ET TRAIT. TOXICOMANIES ET AUTRES ADDICTIONS), CEID-ADDICTIONS",41400,"Matériel pour manifestations, équipements sportifs,"
2017,COMITE FEMININ GIRONDE POUR LA PREVENTION ET LE DEPISTAGE DES CANCERS,1000,"Matériel pour manifestations, locaux"
2017,COMITE FRANCAIS POUR LE FONDS DES NATIONS UNIES POUR L'ENFANCE - UNICEF FRANCE,0,Locaux
2017,COMITE GIRONDIN DE COURSE D'ORIENTATION,0,Matériel pour manifestations
2017,COMITE MIRABEAU BORDELAIS 2017,0,Locaux
2017,COMITE PALESTINE 33,0,Locaux
2017,COMITE REGIONAL D’AQUITAINE DE NATATION,0,Matériel pour manifestations
2017,COMITE REGIONAL HANDISPORT D'AQUITAINE,0,Locaux
2017,COMITE REGIONAL UFOLEP AQUITAINE,2000,
2017,COMITE REPRESENTATIF DES IDENTITES SOURDES,0,Locaux
2017,COMITE SCIENTIFIQUE DU CENTRE D'EXPERTISE MEDICALE DU PERSONNEL NAVIGANT DE BORDEAUX (CEMPN),0,Locaux
2017,COMMERCANTS DE LA RUE DU TEMPLE,2085,
2017,COMMERCANTS DU VILLAGE NANSOUTY,0,
2017,COMMUNAUTE CAMEROUNAISE DE BORDEAUX (CCB),0,Locaux
2017,COMMUNE LIBRE DU QUARTIER SAINT-PIERRE,980,Matériel pour manifestations
2017,COMMUNIC'ARTE,0,Locaux
2017,COMMUNIQUER EN EUROPE,0,Locaux
2017,COMPAGNIE ACCESS,10000,
2017,COMPAGNIE BETTY BLUES (THEATRE ET MUSIQUE),0,Locaux
2017,COMPAGNIE BIVOUAC,3000,
2017,COMPAGNIE CRU DES SENS,0,Locaux
2017,COMPAGNIE DES LIMBES,2000,"Matériel pour manifestations, locaux"
2017,COMPAGNIE DES MARCHES DE L'ETE,35000,"Communication, matériel pour manifestations, locaux"
2017,COMPAGNIE DONC Y CHOCS,2000,Locaux
2017,COMPAGNIE DU BARRAGE,0,Matériel pour manifestations
2017,COMPAGNIE DU SI,0,Locaux
2017,COMPAGNIE EN APARTE,0,Locaux
2017,COMPAGNIE GABRIEL,0,Locaux
2017,COMPAGNIE HORS SERIE,42000,"Matériel pour manifestations, locaux"
2017,COMPAGNIE INDIRA,0,Locaux
2017,COMPAGNIE JEANNE SIMONE,3000,
2017,COMPAGNIE LA MARGINAIRE,0,Locaux
2017,COMPAGNIE LEITMOTIV,0,"Matériel pour manifestations, locaux"
2017,COMPAGNIE NEE D'UN DOUTE,1000,
2017,COMPAGNIE PAUL LES OISEAUX,11000,
2017,COMPAGNIE PRESENCE MICHEL CAHUZAC,10500,Locaux
2017,COMPAGNIE REG'ART,3500,
2017,COMPAGNIE REVOLUTION DANCE,13000,
2017,COMPAGNIE THEATRALE L'OEIL,17500,Locaux
2017,COMPAGNONS BATISSEURS AQUITAINE,13000,
2017,COMPAGNONS DU TOUR DE FRANCE DES DEVOIRS UNIS,2100,
2017,COMPETENCES EN TEMPS PARTAGE GUYENNE - CTP GUYENNE,0,Locaux
2017,COMPTOIR DE LA CULTURE BRESILIENNE,0,Locaux
2017,CONCORDIA AQUITAINE,1500,
2017,CONGLOMIRA,10000,
2017,CONGRES ET EXPOSITIONS DE BORDEAUX,30000,Communication
2017,CONSEIL CITOYENS DE BACALAN,2500,
2017,CONSEIL DEPARTEMENTAL DES ASSOCIATIONS FAMILIALES LAIQUES DE LA GIRONDE - CDAFAL 33,18000,
2017,CONSEIL INTERPROFESSIONNEL DU VIN DE BORDEAUX,0,Communication
2017,CONSEIL REPRESENTATIF DES INSTITUTIONS JUIVES DE FRANCE - CRIF SUD OUEST AQUITAINE,0,Locaux
2017,CONSERVATOIRE DE LA LANGUE RUSSE ET DE SES FETES TRADITIONNELLES,250,Locaux
2017,CONTACT AQUITAINE,1400,
2017,CONTRÔLE Z AQUITAINE,6000,
2017,CONVENTION NATIONALE DES AVOCATS,0,Matériel pour manifestations
2017,COOP ALPHA COOPERATIVE D'ACTIVITES ET D'EMPLOI 33,3000,
2017,CORNER,1000,
2017,COS VILLA PIA - EHPAD LES DAMES DE LA FOI,119000,
2017,COTRAVAUX AQUITAINE,0,Locaux
2017,COULEUR COREE,1000,"Matériel pour manifestations, locaux"
2017,COULEURS GARONNE,11040,
2017,COUPE COURT,0,"Matériel pour manifestations, locaux"
2017,CRE'ART : COMPAGNIE REG'ART,0,Locaux
2017,CREAF,1000,
2017,CRESS AQUITAINE (CHAMBRE REGIONALE DE L'ECONOMIE SOCIALE ET SOLIDAIRE D'AQUITAINE),0,Locaux
2017,CROIX DE GUERRE ET VALEUR MILITAIRE,400,
2017,CROIX ROUGE FRANÇAISE,0,Matériel pour manifestations
2017,CROIX ROUGE FRANÇAISE - DELEGATION LOCALE,0,Locaux
2017,CROUS DE BORDEAUX (CENTRE REGIONAL DES OEUVRES UNIVERSITAIRES ET SCOLAIRES),5500,
2017,CTE ETS SEXTANT AVIONIQUE,0,Equipements sportifs
2017,CULTIV'ACTIONS,0,Matériel pour manifestations
2017,CULTURE ET BIBLIOTHEQUES POUR TOUS,750,Locaux
2017,CULTURE HORS LIMITES,1000,
2017,CULTURE INDISCIPLINEE,400,
2017,CULTURE SOUND SYSTEM,0,Matériel pour manifestations
2017,CULTURES DES ARTS CREOLES ET DU MONDE 33 (CACM33),0,Locaux
2017,CULTURES DU COEUR GIRONDE,9000,
2017,CVLR ET ASSOCIES,1000,
2017,DADDYLOVE FILMS,0,Locaux
2017,DANSE AVEC NOUS,7000,"Communication, matériel pour manifestations"
2017,DANTE ALIGHIERI,0,"Matériel pour manifestations, locaux"
2017,DARRY PERIER,5000,
2017,DE VOLTES ET D'ASSAUTS,0,Locaux
2017,DEALERS DE SCIENCE,0,Matériel pour manifestations
2017,DEBOUT LA FRANCE DEBOUT LA REPUBLIQUE (DLF-DLR),0,Locaux
2017,"DEFENSE DE LA LANGUE FRANCAISE, ASSOCIATION DE BORDEAUX",0,Locaux
2017,DEFI,8000,
2017,DEKA-EWE,0,"Equipements sportifs, locaux"
2017,"DES JARDINS, DES VOISINS",1000,Matériel pour manifestations
